"Tr","x1","x2","x3","M","Y"
0,1.26806838674041,31.9684244836588,9.74733508588742,9.08801546390086,9.70825948002702
1,-21.4524267916393,-2.99300314818418,-2.44567350848444,13.4580881140196,21.0493177368705
1,-6.56541749407247,-30.2052617059531,-16.0184672616547,12.1611235746065,20.0988005175878
1,5.15819207340166,-24.7802750429339,7.14529807073774,12.714976648846,19.9517029434614
1,-7.25494754810124,-2.53931281797401,20.8049517444929,12.4054841450108,21.3977470363473
1,-7.71664815332122,-19.9797511950464,-13.820409136092,14.5356210029779,21.8625328144946
0,-0.777756195396862,-51.2676193141507,-21.9700543038921,11.1652783316786,12.3802036185872
0,-5.39740126377027,-5.03511323696083,-9.64634995935735,10.1261165600175,9.44455555660263
0,-9.44767735247612,0.965146175920116,-1.40902765120919,11.0832261814692,10.8265392546131
1,8.94283034471746,-0.650379192926891,10.0141234053953,12.0793049724304,17.9212843259952
0,-2.08221182834522,30.5257128126709,2.14075989812114,11.4354792122118,12.0607253948898
0,-3.20005016533725,6.8629804259194,-49.1013276121526,10.5562035806071,11.1360701963423
1,-29.6256894574492,5.80188460905922,-33.7288832978238,14.3908672434528,21.9721507302869
0,-0.646167859520047,6.90862111662925,9.65963409515173,8.43042132139918,9.30659105248049
1,-16.8559688385422,-5.76229309943457,-12.3559749347018,12.1074717709404,17.844955361743
0,6.97889845948366,6.84945255647954,42.4458723953516,9.03370907192448,10.8609288499672
1,-3.03478416677348,-1.95179277339346,4.48687359211603,12.4123392802076,19.6037555170348
0,2.74694789554793,1.52591048430312,-3.99522361310205,8.25914521220934,8.42946133643172
1,39.3618521957571,5.73556382166623,-1.69153921533519,11.887344791492,17.6641932188104
1,-16.2935605777398,-14.8339351534541,10.8246870355497,11.8220696680426,18.2585243560979
1,28.5162104317209,-2.75086285747467,35.79875035538,13.732462251707,21.5501293034486
0,-21.3318093046122,15.1955470738962,-0.145068607747058,10.1794537437837,9.40513543525394
0,-32.4497324671175,-13.8247180921159,31.9285498151662,10.7198770975937,10.7378728117188
1,-14.9210576899355,-12.9202372873804,5.27228261059823,13.8537611260832,21.1367241055919
0,5.25670386706299,8.682943546175,8.94215900194307,10.647214482474,10.8366934903524
0,3.23000526983422,-21.5103866991773,27.8207541234115,10.8495995543317,12.5256951239666
0,12.3292604352867,-11.9549389055818,0.442702830285234,10.6491868614004,14.3190767119226
0,-11.7580497067744,-11.1319834015216,21.7905181508904,12.7914171343661,12.5716346920677
0,11.8583483685594,69.0980061569394,4.27075782086585,12.1126559314912,15.1818389152991
0,3.2829089109918,12.5605853533635,14.5302484857329,10.209086830405,11.2884453388398
0,20.1724095631201,-6.91946613975992,15.389820978118,8.22466675643331,10.7933522701299
1,12.5179372740163,6.87047807618569,72.5552400549242,11.6061103300719,15.3847392479383
0,-8.07383862869872,7.74741829161107,-21.0788006383591,9.3233714006998,6.28270252793568
1,-4.26887503411196,4.19226346046229,16.1774911677644,12.0285066743732,18.5333675671543
0,-6.23272816285978,-18.4105903340688,36.9558876478165,9.73508324759883,11.5456656316548
0,-27.0970595238568,-0.15942296754211,56.1983319236993,10.1485170583423,10.2795650403462
1,-19.4329680836022,-0.859000026392143,54.9464733997655,13.1771317254581,21.5348350179463
1,-2.39920102666122,4.5445878851539,34.7011276079721,11.753901953186,19.1767429063957
0,11.5239226349193,1.79210405384643,-15.1544805676105,10.3024035513188,7.52882952277095
1,-9.16653361995959,-19.5458764691719,16.0675462588963,13.8415466956826,19.1473920211818
0,4.65990702625395,10.5649965780194,19.0283066410258,11.160429577808,11.3214684299662
0,0.376943272117116,8.76248089193008,-7.04116647673123,10.0369957700423,9.99314409269334
0,-1.45334560543671,8.59525952602556,10.7818041225789,11.18717970979,7.57428156503095
1,28.9140812932037,59.9937676826064,-26.5496333850842,13.2156309483229,19.9860379457324
1,-14.3613689311307,3.91034863221252,-24.2132771323963,9.82741001943806,16.8130060071341
1,-5.31934460663982,-6.69693850895958,2.63844857469994,10.4619676514697,17.5193274412102
1,7.27037360399324,-3.04033126869154,0.572083866381236,12.3916057320987,20.339474019838
1,-4.07051483083738,-27.4895161767772,6.49997033147966,13.4112630114878,21.3199060808437
1,-2.37058692230119,0.650759605233638,-4.49372622933871,11.106154357074,17.0569281466336
0,-11.8267135750603,-41.9477518165723,-26.70589320825,9.9384118232451,10.9908844545603
1,0.548724670850681,-0.758337775275621,-6.11505413620126,11.9162956022078,19.5966498991639
1,-5.15429372385275,26.8097674283434,1.2869473128953,12.4776904188485,19.8009228522994
