"Tr","x1","x2","x3","M","Y"
0,-4.04939283884833,18.4023128846439,30.2906630304698,10.8625621945525,8.64857065684304
1,10.2513133737783,13.9212423207435,2.72737369658796,13.9071582032173,23.1240059435049
1,-29.0105914241442,-22.5381904408165,10.8650878218289,13.2081444116928,20.8134337548833
0,-7.85578104388546,-33.0052381774878,1.4749659023659,10.9117466299853,9.13722327269376
1,-13.8895567258665,6.84466102773336,-47.3118619670877,11.9193806445452,21.9866989591902
1,8.86515724392466,23.5814708035894,-56.0202787902819,11.7278565962272,16.8388157635821
1,-2.89719023192525,-7.88981796432947,40.1372897067969,12.5124481317985,20.7473805046596
1,-16.8516927077428,28.2663382442554,-9.73071890535786,12.5830825060569,21.6267885867986
1,-18.8544813440606,-2.83662882446887,2.84938987986484,12.4617766984502,22.741438539663
0,3.07930236076792,-6.24406404943929,-9.03159994528752,9.52884467436139,7.28445123826244
0,6.12906087434597,-2.07862147744146,6.95221981627518,9.67368408948734,7.71497708981343
0,-6.87450861521518,-39.3608132441837,-17.8582839352182,9.62002961455279,9.76636956728668
0,1.01793375157008,-7.53377142219157,-1.34763007062101,10.7486365699216,10.8027425771111
0,8.78602592522516,6.52333026832741,0.805713880101077,10.0437563986258,10.7219406670332
0,-5.82014460605967,-3.54595151282468,-6.29926677603762,12.0710774041157,12.7285850047128
0,3.99209932133103,10.7231240210854,0.145780582734988,10.1617192457582,10.7666623368013
0,2.18536956340264,-0.552489525742925,-5.05215724050137,11.9576032707219,14.3171945356125
0,8.73358411494774,0.967859506301507,19.5579576908582,11.8680977212201,12.4440634674313
1,-22.1329436791324,-0.846208195285414,-11.7238954328802,11.4764493248608,18.9917922324059
0,6.34464701763627,-26.1919536770864,23.0122257947445,9.16672977464244,8.75605325509354
0,-5.10866179969363,-0.852865344911915,-13.3093356242427,11.089627079686,9.9361054327288
1,9.18299980633074,-5.21598293487201,5.19740266732118,12.911344778101,20.6351089768954
1,-0.794991337866551,-7.67173135132335,-14.718152630395,11.5113588510808,21.0300424257051
0,0.910898160029954,19.1791247590245,-5.14807695634813,10.7525272971775,7.74216507356965
0,-7.14061047937461,-14.4224827321836,41.1461149265333,10.4237317795843,14.8623500878016
0,-23.4146634380325,15.5222305697297,-6.66509338592447,9.7579481577334,9.56326508234042
0,-52.5047205042399,4.3106820662913,30.096629253376,11.8059273757795,9.59375512434243
